disease,fever,headache,cough,fatigue,nausea,vomiting,sore_throat,body_pain,stomach_pain,chest_pain,shortness_of_breath,dizziness,joint_pain,skin_rash,runny_nose,chills,abdominal_pain,loss_of_appetite,diarrhea,muscle_pain
Food Poisoning,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1
Food Poisoning,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
Food Poisoning,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0
Food Poisoning,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1
Food Poisoning,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Food Poisoning,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Food Poisoning,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0
Food Poisoning,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
Food Poisoning,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
Food Poisoning,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Viral Fever,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
Viral Fever,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Viral Fever,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
Viral Fever,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1
Viral Fever,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
Viral Fever,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
Viral Fever,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Viral Fever,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Viral Fever,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
Viral Fever,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1
Viral Fever,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Viral Fever,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
Viral Fever,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Viral Fever,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Viral Fever,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Viral Fever,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Viral Fever,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
Viral Fever,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1
Viral Fever,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
Viral Fever,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Viral Fever,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Viral Fever,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Viral Fever,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
Viral Fever,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Viral Fever,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Viral Fever,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1
Viral Fever,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
Viral Fever,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Viral Fever,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Viral Fever,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1
Viral Fever,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
Viral Fever,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
Viral Fever,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
Viral Fever,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1
Viral Fever,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Viral Fever,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Viral Fever,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1
Viral Fever,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Viral Fever,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
Viral Fever,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Viral Fever,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
Viral Fever,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
Viral Fever,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0
Viral Fever,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1
Viral Fever,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1
Viral Fever,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
Viral Fever,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Viral Fever,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Viral Fever,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Viral Fever,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Viral Fever,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Viral Fever,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
Viral Fever,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
Viral Fever,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1
Viral Fever,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
Viral Fever,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
Viral Fever,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
Viral Fever,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Viral Fever,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Viral Fever,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Viral Fever,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
Viral Fever,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Viral Fever,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
Viral Fever,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Viral Fever,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Viral Fever,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Viral Fever,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0
Viral Fever,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Viral Fever,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Viral Fever,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0
Viral Fever,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
Viral Fever,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1
Viral Fever,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
Viral Fever,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0
Viral Fever,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
Viral Fever,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
Viral Fever,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
Viral Fever,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
Viral Fever,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1
Viral Fever,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
Viral Fever,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Viral Fever,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Viral Fever,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1
Viral Fever,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
Viral Fever,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
Viral Fever,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Viral Fever,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Viral Fever,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Viral Fever,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Viral Fever,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Viral Fever,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1
Viral Fever,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Viral Fever,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
Viral Fever,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1
Viral Fever,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
Viral Fever,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Viral Fever,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
Viral Fever,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Viral Fever,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Viral Fever,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Viral Fever,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Viral Fever,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Viral Fever,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
Viral Fever,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Viral Fever,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1
Viral Fever,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Viral Fever,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Viral Fever,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Viral Fever,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Viral Fever,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
Viral Fever,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
Viral Fever,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
Viral Fever,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1
Viral Fever,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Viral Fever,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0
Viral Fever,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Viral Fever,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viral Fever,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
Viral Fever,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
Viral Fever,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
Viral Fever,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
Viral Fever,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0
Viral Fever,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
Viral Fever,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1
Viral Fever,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1
Viral Fever,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Viral Fever,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
Viral Fever,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
Viral Fever,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Viral Fever,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Viral Fever,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1
Viral Fever,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
Viral Fever,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
Viral Fever,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
Viral Fever,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
Viral Fever,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Viral Fever,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
Viral Fever,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
Viral Fever,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
Viral Fever,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Viral Fever,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Viral Fever,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0
Viral Fever,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Viral Fever,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Viral Fever,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
Viral Fever,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
Viral Fever,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Viral Fever,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Viral Fever,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
Viral Fever,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
Pneumonia,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
Pneumonia,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1
Pneumonia,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pneumonia,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Pneumonia,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0
Pneumonia,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
Pneumonia,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0
Pneumonia,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Pneumonia,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
Pneumonia,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
Pneumonia,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
Pneumonia,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
Pneumonia,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
Pneumonia,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
Pneumonia,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Pneumonia,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1
Pneumonia,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1
Pneumonia,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1
Pneumonia,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
Pneumonia,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Pneumonia,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Pneumonia,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
Pneumonia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pneumonia,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
Pneumonia,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
Pneumonia,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0
Pneumonia,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Pneumonia,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1
Pneumonia,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Pneumonia,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
Pneumonia,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
Pneumonia,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Pneumonia,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Pneumonia,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pneumonia,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1
Pneumonia,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1
Pneumonia,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
Pneumonia,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1
Pneumonia,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Pneumonia,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
Pneumonia,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Pneumonia,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
Pneumonia,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0
Pneumonia,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Pneumonia,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Pneumonia,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Pneumonia,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
Pneumonia,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
Pneumonia,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
Pneumonia,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
Pneumonia,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Pneumonia,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
Pneumonia,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
Pneumonia,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
Pneumonia,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Pneumonia,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
Pneumonia,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0
Pneumonia,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
Pneumonia,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Pneumonia,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Pneumonia,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
Pneumonia,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
Pneumonia,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
Pneumonia,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
Pneumonia,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Pneumonia,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1
Pneumonia,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
Pneumonia,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1
Pneumonia,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
Pneumonia,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Pneumonia,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Pneumonia,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1
Pneumonia,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
Pneumonia,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
Pneumonia,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0
Pneumonia,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1
Pneumonia,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Pneumonia,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0
Pneumonia,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
Pneumonia,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0
Pneumonia,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
Pneumonia,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Pneumonia,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
Pneumonia,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
Pneumonia,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
Pneumonia,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
Pneumonia,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
Pneumonia,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
Pneumonia,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
Pneumonia,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Pneumonia,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1
Pneumonia,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1
Pneumonia,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Pneumonia,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Pneumonia,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
Pneumonia,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0
Pneumonia,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
Pneumonia,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
Pneumonia,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Pneumonia,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
Pneumonia,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Pneumonia,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0
Pneumonia,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
Pneumonia,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Pneumonia,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1
Pneumonia,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
Pneumonia,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
Pneumonia,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1
Pneumonia,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Pneumonia,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
Pneumonia,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pneumonia,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1
Pneumonia,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1
Pneumonia,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
Pneumonia,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Pneumonia,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Pneumonia,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Pneumonia,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
